px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.0701	-3.26654	-2.81788	-2.14533	0.297376	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.800331
11.1114	-3.11515	-2.72504	-2.07431	0.376014	11.1178	-2.98807	11.1	-3	0.907725	2.72317	4.06173
11.1802	-2.94756	-2.78832	-2.03802	0.390659	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.492835
11.2303	-2.79675	-2.77388	-1.99391	0.421655	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.698622
11.2883	-2.62501	-2.83298	-1.95762	0.433879	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.393404
11.2271	-2.434	-2.67544	-1.78462	0.655179	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	29.8749
11.2401	-2.28184	-2.67868	-1.7387	0.663941	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.383538
11.3338	-2.19529	-2.5961	-1.81591	0.488983	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	19.7751
11.367	-2.02482	-2.66388	-1.78167	0.49532	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.302668
11.3741	-1.87114	-2.66178	-1.72777	0.534021	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.979651
11.3857	-1.7096	-2.69281	-1.69028	0.541239	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.24472
11.3284	-1.54969	-2.7084	-1.5769	0.667948	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	10.1781
11.317	-1.39746	-2.74131	-1.53566	0.674785	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.27041
11.2695	-1.22855	-2.80199	-1.4499	0.747967	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.33071
11.2312	-1.10431	-2.73445	-1.40097	0.755626	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.529463
11.1128	-0.918145	-2.97145	-1.25509	0.919002	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	18.4272
11.047	-0.763259	-3.00451	-1.2	0.92662	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.489833
10.9979	-0.629357	-2.90997	-1.16747	0.895023	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	1.16126
10.9206	-0.505757	-2.86421	-1.10904	0.90458	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.311613
10.82	-0.355603	-2.97736	-1.03221	0.947914	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	1.84084
10.7197	-0.257993	-2.89722	-0.963908	0.965261	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.746594
10.5476	-0.0951222	-3.26828	-0.847665	1.06683	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	12.3575
10.4119	-0.0217585	-3.16359	-0.764063	1.09391	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	1.32066
10.3254	0.0614635	-2.93692	-0.722556	1.06241	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	2.75514
10.1944	0.100171	-2.82926	-0.634998	1.09443	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.49162
10.0449	0.183424	-2.91619	-0.559713	1.11556	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.12541
9.89973	0.197267	-2.82198	-0.46333	1.15346	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.74754
9.74557	0.250244	-2.86306	-0.387566	1.16842	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.757358
9.59084	0.229566	-2.77965	-0.278958	1.21571	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.38682
9.43331	0.256197	-2.80496	-0.202865	1.22588	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.471931
9.27582	0.247304	-2.78276	-0.112229	1.25015	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.588238
9.12454	0.252058	-2.7571	-0.0384729	1.25488	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.11394
8.96898	0.254772	-2.76501	0.0301356	1.25401	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0264326
8.872	0.221257	-2.40902	0.117273	1.27257	8.90199	0.247143	8.85	0.25	-1.81847	0	5.4998
8.74482	0.217429	-2.40633	0.175405	1.26055	8.76016	0.263752	8.75	0.25	-1.81846	0	0.141399
8.53757	0.224194	-2.89926	0.205547	1.21621	8.46355	0.258809	8.55	0.25	-3.6326	0	11.2834
8.37853	0.20338	-2.90445	0.260315	1.20333	8.35367	0.252596	8.35	0.25	-3.6326	0	0.177023
8.22403	0.163976	-2.87872	0.323431	1.2003	8.05161	0.241868	8.2	0.25	-2.72841	0	0.517375
8.07387	0.145685	-2.86684	0.362379	1.17252	8.05411	0.247878	8.05	0.25	-2.72842	0	0.651074
7.92589	0.09802	-2.85006	0.41841	1.16406	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.47886
7.77963	0.0602954	-2.83826	0.460006	1.14104	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.49257
7.63346	0.00762783	-2.91005	0.500128	1.11494	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.961531
7.49071	-0.0413794	-2.88938	0.538449	1.09167	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.525977
7.32113	-0.0808041	-3.10085	0.540181	1.02662	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	4.60179
7.18961	-0.112474	-3.04567	0.557355	0.992187	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	1.2355
7.09579	-0.196167	-2.80437	0.633583	1.02645	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	4.02686
6.97377	-0.252568	-2.75728	0.665656	1.00188	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.684748
6.8671	-0.338313	-2.68864	0.721178	1.00593	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.445208
6.7619	-0.413916	-2.64898	0.76225	0.9916	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.286092
6.67193	-0.510029	-2.59359	0.820368	0.998577	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.294695
6.57382	-0.604222	-2.57875	0.866647	0.989943	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.127514
6.53098	-0.744756	-2.42032	0.982496	1.0759	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	5.61745
6.45672	-0.879493	-2.46542	1.05148	1.08558	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.231102
6.40522	-1.01445	-2.4891	1.12822	1.11378	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.567841
6.34983	-1.16175	-2.5635	1.19656	1.12569	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.592599
6.30489	-1.28742	-2.58104	1.25032	1.1194	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.279574
6.265	-1.41564	-2.59456	1.30657	1.11951	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.0185446
6.26179	-1.59648	-2.69581	1.42548	1.21022	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.73517
6.24391	-1.73617	-2.71099	1.48622	1.20998	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.0215303
6.27121	-1.93998	-2.88221	1.61287	1.29791	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.01747
6.29569	-2.08554	-2.84704	1.69013	1.30474	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.216181
6.3119	-2.19654	-2.66205	1.73866	1.26492	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.71164
6.34599	-2.3387	-2.65851	1.81125	1.26796	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0289094
6.36295	-2.45768	-2.52396	1.85842	1.23332	6.27034	-2.51837	6.35	-2.55	0	-3.63689	1.70882
6.39094	-2.62372	-2.6002	1.91159	1.2154	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.844606
6.44644	-2.79017	-2.72556	1.97859	1.21881	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.835397
6.49293	-2.95869	-2.7902	2.02697	1.19729	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.804774
6.54752	-3.09305	-2.71929	2.07872	1.17724	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.779594
6.60357	-3.25165	-2.76866	2.12117	1.15279	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.752074
6.6698	-3.37479	-2.65884	2.17198	1.13347	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.30157
6.7299	-3.5302	-2.70865	2.2045	1.10153	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.1175
6.80147	-3.65671	-2.65434	2.24817	1.08107	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0.993916
6.86024	-3.81824	-2.70805	2.26511	1.03641	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.99585
6.9245	-3.9294	-2.56487	2.30115	1.01086	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	2.14654
6.98075	-4.08983	-2.61429	2.30686	0.959117	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.52341
7.09425	-4.24188	-2.83842	2.3457	0.947903	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.80777
7.16568	-4.40577	-2.87431	2.34854	0.897279	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.23247
7.24338	-4.51706	-2.73376	2.37717	0.873891	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.01993
7.29866	-4.68508	-2.7612	2.36208	0.809795	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.39167
7.36194	-4.77839	-2.57329	2.38337	0.78713	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	2.77017
7.4082	-4.9167	-2.58398	2.37075	0.73484	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.44449
7.5203	-5.05155	-2.89693	2.39353	0.725098	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.59263
7.58072	-5.20385	-2.91003	2.37624	0.670887	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.51931
7.63653	-5.28773	-2.53714	2.39365	0.64678	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	7.89755
7.69389	-5.43447	-2.54652	2.37723	0.594318	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	2.21968
7.79294	-5.55501	-2.70366	2.3955	0.581802	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	3.36813
7.86528	-5.70655	-2.71943	2.37995	0.533937	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.76033
7.92301	-5.78947	-2.37638	2.3918	0.513242	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	6.40372
7.9779	-5.92584	-2.38284	2.37257	0.465961	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	1.73615
8.08851	-6.05012	-2.61662	2.38819	0.457777	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	3.12818
8.15452	-6.2056	-2.63618	2.36092	0.405679	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	2.07237
8.27304	-6.3374	-2.8121	2.3746	0.398406	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.77067
8.34585	-6.50104	-2.83211	2.34499	0.347146	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	1.87651
8.4053	-6.59107	-2.50006	2.34649	0.326455	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	5.71228
8.45357	-6.73657	-2.50042	2.3138	0.276372	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	1.81661
8.53246	-6.84583	-2.50271	2.31689	0.264551	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.776331
8.57459	-7.00779	-2.51805	2.27166	0.205807	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	2.43578
8.68573	-7.14598	-2.76371	2.28049	0.206355	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	3.12484
8.74489	-7.31995	-2.79337	2.23944	0.154867	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	1.87733
8.80253	-7.42699	-2.52256	2.22863	0.131394	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.5557
8.85446	-7.56981	-2.5316	2.20113	0.0973661	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.792754
8.95799	-7.71049	-2.78127	2.20925	0.10391	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.40058
9.02065	-7.86816	-2.80044	2.1819	0.0715501	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.703462
9.10665	-8.00117	-2.87359	2.18091	0.068083	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.659123
9.15081	-8.15788	-2.89111	2.14464	0.0290688	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	1.03499
9.1836	-8.25994	-2.50831	2.12018	-0.00476801	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.17894
9.22443	-8.40317	-2.51728	2.09083	-0.0332665	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.580554
9.2979	-8.53512	-2.59842	2.0888	-0.031852	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.387101
9.33457	-8.69188	-2.61836	2.05322	-0.0648415	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.752611
9.40076	-8.82868	-2.66504	2.04701	-0.0663839	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.210578
9.43311	-8.98859	-2.68346	2.01067	-0.0982309	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.707383
9.49919	-9.12651	-2.80326	2.00916	-0.0916349	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.844005
9.52414	-9.28974	-2.8353	1.96971	-0.125699	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.829391
9.57816	-9.43398	-2.82604	1.95866	-0.130053	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0745217
9.61084	-9.60099	-2.84742	1.92757	-0.153499	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.372694
9.6614	-9.74047	-2.89403	1.92083	-0.150928	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.194457
9.68506	-9.8982	-2.91599	1.89034	-0.173437	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.35887
9.71111	-10.0211	-2.79646	1.86973	-0.189506	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.972983
9.75036	-10.1541	-2.79496	1.85985	-0.189884	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0019421
9.76496	-10.274	-2.55474	1.8288	-0.219213	9.77731	-10.3295	9.75	-10.3	0	-2.72851	3.65403
9.78847	-10.4218	-2.57066	1.80613	-0.229628	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0854532
9.83797	-10.5835	-2.72354	1.80452	-0.213697	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.40676
9.86456	-10.7365	-2.73385	1.78635	-0.219981	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0316354
9.87788	-10.8576	-2.62027	1.76273	-0.2373	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.881265
9.88626	-11.0044	-2.64779	1.73614	-0.251773	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.194471
9.90416	-11.1351	-2.6731	1.72367	-0.249986	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.418759
9.89803	-11.2932	-2.71338	1.68844	-0.272297	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.44183
9.91599	-11.438	-2.78187	1.67909	-0.264554	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.422752
9.90299	-11.5987	-2.81825	1.64344	-0.286551	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.405634
9.85432	-11.6956	-2.38642	1.56973	-0.368097	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	13.6004
9.82507	-11.8401	-2.4102	1.52883	-0.38812	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.372074
9.80871	-11.9685	-2.34801	1.49612	-0.403705	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.613051
9.75622	-12.1195	-2.3937	1.44285	-0.433597	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.811552
9.72928	-12.2484	-2.37937	1.41169	-0.441897	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.181979
9.66191	-12.4076	-2.44743	1.35372	-0.474114	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.942653
9.58347	-12.4932	-2.16244	1.26566	-0.557839	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	8.03232
9.49541	-12.6304	-2.23045	1.19919	-0.591681	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	1.17078
9.39361	-12.6818	-1.92228	1.08154	-0.710582	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	14.494
9.26315	-12.8053	-2.05149	0.98919	-0.763468	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	3.4176
9.1483	-12.8699	-1.92181	0.872617	-0.86152	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	7.73883
9.01735	-12.9721	-2.02281	0.786758	-0.896507	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	1.82767
8.91225	-13.0418	-2.01806	0.706478	-0.935381	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	1.17901
8.75238	-13.1404	-2.16401	0.615784	-0.969895	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	2.42283
8.54143	-13.1667	-2.24461	0.398025	-1.19249	8.27267	-12.996	8.4	-13.15	-2.99683	0	26.0418
8.39466	-13.2086	-2.31518	0.315467	-1.21215	8.25965	-13.1488	8.25	-13.15	-2.9968	0	1.21756
8.28112	-13.2376	-2.27184	0.258989	-1.19456	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.22741
8.10743	-13.2763	-2.38252	0.177402	-1.20559	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	1.34948
7.94877	-13.2946	-2.48048	0.0880335	-1.23795	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.982524
7.7658	-13.3039	-2.57713	0.00848109	-1.24492	7.62489	-13.249	7.65	-13.25	-2.7295	0	1.3078
7.63501	-13.3016	-2.57581	-0.0526815	-1.24225	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.120957
7.46599	-13.2929	-2.6613	-0.118729	-1.24223	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.998758
7.28681	-13.2542	-2.81159	-0.212568	-1.27877	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	1.70408
7.11676	-13.2112	-2.85182	-0.286642	-1.28042	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.389604
6.98171	-13.1678	-2.75018	-0.347906	-1.26255	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.25416
6.78559	-13.1338	-2.8644	-0.395045	-1.23801	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.19434
6.64945	-13.0803	-2.88066	-0.452635	-1.23433	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.179579
6.47395	-13.0296	-2.97019	-0.49355	-1.21204	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0.91832
6.41504	-13.0231	-2.36752	-0.513302	-1.13187	6.27012	-13.1139	6.25	-13.05	-1.81729	0	21.1761
6.25343	-12.9836	-2.44836	-0.543749	-1.10047	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.02617
6.10718	-12.8936	-2.6533	-0.608366	-1.11296	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	2.0595
5.95271	-12.8209	-2.70931	-0.648173	-1.0917	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.529386
5.85437	-12.7538	-2.61405	-0.693276	-1.07846	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.700359
5.6954	-12.6943	-2.69166	-0.707875	-1.03991	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	1.50844
5.61757	-12.6408	-2.44511	-0.744006	-1.01475	5.45236	-12.7392	5.45	-12.7	-2.00001	1	3.82493
5.47835	-12.5808	-2.50138	-0.758416	-0.979457	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.18642
5.37545	-12.4863	-2.58542	-0.805584	-0.98023	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.457801
5.24593	-12.4065	-2.63031	-0.826181	-0.952197	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.781178
5.15151	-12.3127	-2.60065	-0.871053	-0.945151	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.751426
5.02821	-12.215	-2.63143	-0.898362	-0.921014	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.494597
4.91096	-12.0687	-2.99167	-0.947475	-0.932189	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	6.76821
4.8052	-11.9517	-3.01062	-0.979491	-0.917631	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.188445
4.74171	-11.853	-2.78494	-1.02169	-0.909506	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	3.0481
4.66208	-11.738	-2.78954	-1.05943	-0.901909	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.042825
4.57743	-11.5934	-2.97509	-1.10136	-0.900549	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	1.88718
4.52785	-11.4566	-2.96514	-1.15641	-0.9106	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0902123
4.46213	-11.3041	-3.06529	-1.2009	-0.909492	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0.593864
4.42486	-11.1548	-3.06191	-1.25742	-0.920538	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.0883599
4.42771	-11.0463	-2.63116	-1.33305	-0.949207	4.43672	-11.0976	4.45	-11.05	0	1.8168	9.51073
4.40623	-10.9117	-2.61568	-1.38897	-0.953339	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.143131
4.37823	-10.7697	-2.70251	-1.43244	-0.947662	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.420767
4.38606	-10.6361	-2.69337	-1.49499	-0.96301	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.31225
4.41782	-10.5387	-2.40121	-1.57539	-1.00326	4.44716	-10.5583	4.45	-10.55	0	2.00041	5.27465
4.42814	-10.4217	-2.39579	-1.62951	-1.00734	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.0521139
4.43455	-10.2925	-2.44951	-1.67596	-1.00154	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.232937
4.47771	-10.1597	-2.47198	-1.74663	-1.0215	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.38841
4.48637	-10.0046	-2.63735	-1.77707	-0.987086	4.56608	-10.005	4.55	-10	0	2.72717	2.23438
4.5311	-9.85766	-2.65246	-1.83957	-0.994973	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0654748
4.58363	-9.71966	-2.62665	-1.90517	-1.00818	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.177559
4.66574	-9.56928	-2.67444	-1.98194	-1.02859	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.454089
4.68654	-9.41453	-2.85593	-1.98063	-0.957859	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.48637
4.77421	-9.27096	-2.906	-2.04584	-0.974205	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.365625
4.89482	-9.16786	-2.78859	-2.15771	-1.05675	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.17047
4.98864	-9.04676	-2.81699	-2.21795	-1.06361	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.0893391
5.00832	-8.91325	-2.89848	-2.18267	-0.941773	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.17607
5.11012	-8.7809	-2.94743	-2.23551	-0.946694	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.21189
5.23843	-8.67156	-2.92167	-2.3174	-0.986366	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.1471
5.35337	-8.55839	-2.92319	-2.37341	-0.988009	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0111014
5.38351	-8.43015	-2.91107	-2.33247	-0.859453	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.45638
5.50416	-8.30801	-2.97179	-2.37786	-0.86095	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.268531
5.61536	-8.19997	-2.9865	-2.4201	-0.861133	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.306238
5.73709	-8.09183	-3.01859	-2.46217	-0.859849	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.0985727
5.78898	-7.97579	-2.94296	-2.43181	-0.74947	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.63545
5.88984	-7.88565	-2.91616	-2.46588	-0.746794	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0935877
5.97281	-7.78058	-2.88113	-2.46661	-0.691486	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	2.17778
6.07911	-7.68597	-2.8773	-2.49588	-0.686742	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.157849
6.17697	-7.5813	-2.82767	-2.50101	-0.635887	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.87111
6.29042	-7.48697	-2.81041	-2.53022	-0.630909	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.204654
6.41464	-7.4011	-2.84539	-2.56884	-0.646604	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.22402
6.54553	-7.3071	-2.88956	-2.59588	-0.641021	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.205828
6.68026	-7.22731	-2.88368	-2.62981	-0.639014	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.00446309
6.80204	-7.15846	-2.84322	-2.66314	-0.638226	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.178844
6.85529	-7.07896	-2.60927	-2.63489	-0.542327	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	8.17823
6.9703	-7.00533	-2.62404	-2.6562	-0.536611	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.123343
7.09956	-6.93746	-2.62029	-2.68253	-0.530795	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.109492
7.24471	-6.8389	-2.69089	-2.69589	-0.514189	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.752427
7.31435	-6.75882	-2.43545	-2.66656	-0.420852	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	9.05338
7.45146	-6.66076	-2.51044	-2.67234	-0.40261	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.766335
7.56047	-6.59066	-2.45717	-2.67877	-0.379161	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.571042
7.68026	-6.51731	-2.46967	-2.69125	-0.371022	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.188435
7.83191	-6.46266	-2.58684	-2.73213	-0.403731	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	1.34779
